pair_group,sample_count,mean_distance,median_distance,std_distance
inter_type,50,43.67238002336087,43.278378110235856,33.42923825924444
intra_lane_change_conflict,15,33.127617507909974,53.31873488440439,29.42752768892134
intra_rear_end,50,46.867472363655864,40.02465756316071,31.653177676479928
